Type,Post Date,Description,Amount,Category,
Sale,11/5/2017,UNIQLO BRIDGEWATER #39 BRIDGEWATER   NJ,-5,Supplies
Sale,11/5/2017,PAPYRUS #2135          BRIDGEWATER   NJ,-21.21,Supplies
Sale,11/5/2017,LUSH BRIDGEWTR CMN (72 BRIDGEWATER   NJ,-21.48,Supplies
Sale,11/6/2017,WWW.ALIEXPRESS.COM,-15.46,Supplies
Return,11/6/2017,J. CREW #717,245.3,Supplies
Sale,11/6/2017,UNIQLO ECOMMERCE,-149.5,Supplies
Sale,11/6/2017,AMAZON MKTPLACE PMTS,-6.19,Supplies
Sale,11/8/2017,AMAZON MKTPLACE PMTS,-228.99,Supplies
Sale,11/8/2017,TALBOTS-CATALOG #0001,-248.79,Supplies
Sale,12/1/2017,Amazon.com,-34.19,Supplies
Return,12/1/2017,MADEWELL.COM,69.5,Supplies
Sale,2/1/2017,Amazon Services-Kindle,-8.85,Supplies
Return,2/10/2017,AMAZON MKTPLACE PMTS,7,Supplies
Sale,2/10/2017,NEXT DIRECTORY,-62,Supplies
Sale,2/12/2017,COSTCO.COM  *ONLINE,-43.29,Supplies
Sale,2/12/2017,BANANA REPUBLIC ON-LIN,-29.52,Supplies
Sale,2/12/2017,BANANA REPUBLIC ON-LIN,-18.99,Supplies
Sale,2/12/2017,NEXT DIRECTORY,-58,Supplies
Sale,2/12/2017,NEXT DIRECTORY,-62,Supplies
Sale,2/13/2017,ALIEXPRESS,-19.67,Supplies
Sale,2/13/2017,MACYS   .COM,-84.99,Supplies
Sale,2/13/2017,H MART EDISON,-184.91,Supplies
Sale,2/13/2017,BANANA REPUBLIC ON-LIN,-53.46,Supplies
Sale,2/14/2017,Amazon Services-Kindle,-21.36,Supplies
Sale,2/15/2017,WAL-MART #2582         CLINTON       NJ,-9.67,Supplies
Sale,2/15/2017,TJ MAXX #405 000000405 CLINTON,-67.5,Supplies
Sale,2/15/2017,WAL-MART #2582,-78.84,Supplies
Sale,2/15/2017,WAL-MART #2582,-3.41,Supplies
Sale,2/15/2017,Amazon.com,-212.68,Supplies
Sale,2/16/2017,AMAZON MKTPLACE PMTS,-15.49,Supplies
Sale,2/17/2017,WAL-MART #2582,-15.86,Supplies
Sale,2/17/2017,Amazon.com,-6.57,Supplies
Sale,2/17/2017,WAL-MART #2582,-9.31,Supplies
Sale,2/20/2017,AFM OF PISCATAWAY,-155.25,Supplies
Return,2/21/2017,BLOOMINGDALES  BRIDGEW,97.02,Supplies
Return,2/21/2017,BLOOMINGDALES  BRIDGEW,95.63,Supplies
Return,2/21/2017,MACYS  BRIDGEWATER,84.99,Supplies
Sale,2/21/2017,BLOOMINGDALES  BRIDGEW,-95.63,Supplies
Return,2/22/2017,BANANA REPUBLIC ON-LIN,17.99,Supplies
Return,2/22/2017,BANANA REPUBLIC ON-LIN,29.52,Supplies
Sale,2/27/2017,AFM OF PISCATAWAY,-62.79,Supplies
Sale,2/27/2017,AMAZON MKTPLACE PMTS,-186,Supplies
Sale,2/3/2017,AMAZON MKTPLACE PMTS,-16.99,Supplies
Sale,2/6/2017,ALIEXPRESS,-5.95,Supplies
Sale,2/6/2017,WAL-MART #2582,-51.28,Supplies
Sale,2/6/2017,SHOPRITE CLINTON S1,-72.33,Supplies
Sale,2/6/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,2/8/2017,Amazon.com,-6.57,Supplies
Sale,2/9/2017,WAL-MART #2582,-27.06,Supplies
Sale,3/13/2017,AMAZON MKTPLACE PMTS,-9.7,Supplies
Sale,3/13/2017,AMAZON MKTPLACE PMTS,-25.14,Supplies
Sale,3/13/2017,SHOPRITE CLINTON S1,-88.14,Supplies
Sale,3/13/2017,THE HOME DEPOT #0947,-263.74,Supplies
Sale,3/13/2017,AMAZON MKTPLACE PMTS,-19.67,Supplies
Sale,3/14/2017,CAFE 53,-15.91,Supplies
Sale,3/15/2017,WAL-MART #2582         CLINTON       NJ,-27.99,Supplies
Sale,3/15/2017,ALIEXPRESS,-3.94,Supplies
Sale,3/15/2017,ALIEXPRESS,-2.72,Supplies
Sale,3/15/2017,ALIEXPRESS,-3.95,Supplies
Sale,3/17/2017,BLOOMINGDALES  .COM,-261.84,Supplies
Sale,3/18/2017,COACH INC 5052         FLEMINGTON    NJ,-122.37,Supplies
Sale,3/19/2017,LUSH BRIDGEWTR CMN (72 BRIDGEWATER   NJ,-24.35,Supplies
Sale,3/19/2017,MARBLES #8039          BRIDGEWATER   NJ,-28.87,Supplies
Sale,3/20/2017,AFM OF PISCATAWAY,-142.32,Supplies
Sale,3/20/2017,UNIQLO ECOMMERCE,-106.4,Supplies
Return,3/20/2017,BLOOMINGDALES  BRIDGEW,261.84,Supplies
Sale,3/23/2017,AMAZON MKTPLACE PMTS,-7.99,Supplies
Sale,3/23/2017,Amazon.com,-7.65,Supplies
Sale,3/25/2017,SHOPRITE CLINTON S1    CLINTON       NJ,-104.99,Supplies
Sale,3/27/2017,GAP OUTLET US 2537     NEW ORLEANS   LA,-29.68,Supplies
Sale,3/27/2017,GAP OUTLET US 2537     NEW ORLEANS   LA,-40.65,Supplies
Sale,3/27/2017,0460 FOREVER 21        NEW ORLEANS   LA,-9.79,Supplies
Sale,3/30/2017,WAL-MART #2582,-19.58,Supplies
Sale,3/30/2017,HOMEDEPOT.COM,-25.34,Supplies
Sale,3/6/2017,AMAZON MKTPLACE PMTS,-27.95,Supplies
Sale,3/6/2017,AFM OF PISCATAWAY,-86.64,Supplies
Sale,3/6/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,3/7/2017,TJ MAXX #405           CLINTON       NJ,-14.99,Supplies
Sale,3/7/2017,WAL-MART #2582         CLINTON       NJ,-51.5,Supplies
Sale,3/7/2017,WALMART.COM,-5.47,Supplies
Sale,3/8/2017,WAL-MART #2582         CLINTON       NJ,-3.69,Supplies
Sale,3/8/2017,WAL-MART #2582         CLINTON       NJ,-12.06,Supplies
Sale,3/8/2017,WALMART.COM,-99.99,Supplies
Sale,3/9/2017,ANNTAYLOR LOFT.COM #61,-148.18,Supplies
Sale,4/10/2017,AFM OF PISCATAWAY,-90.54,Supplies
Sale,4/12/2017,ALIEXPRESS,-22.41,Supplies
Sale,4/15/2017,ANN TAYLOR FACTORY #12 FLEMINGTON    NJ,-90.96,Supplies
Sale,4/16/2017,THE HOME DEPOT #0947   BRIDGEWATER   NJ,-41.41,Supplies
Sale,4/16/2017,LIFETOUCH PRESCHOOL PO,-60,Supplies
Sale,4/17/2017,SHOPRITE CLINTON S1    CLINTON       NJ,-126.06,Supplies
Sale,4/17/2017,AFM OF PISCATAWAY,-118.23,Supplies
Sale,4/17/2017,AMAZON MKTPLACE PMTS,-39.99,Supplies
Sale,4/18/2017,THE HOME DEPOT #0947,-71.49,Supplies
Sale,4/22/2017,ANN TAYLOR FACTORY #12 FLEMINGTON    NJ,-19.99,Supplies
Sale,4/24/2017,AFM OF PISCATAWAY,-137.72,Supplies
Sale,4/24/2017,AFM OF PISCATAWAY,-2.99,Supplies
Sale,4/24/2017,Amazon.com,-6.86,Supplies
Sale,4/24/2017,WAL-MART #2582,-42.63,Supplies
Sale,4/25/2017,LOWES #02552*,-6.37,Supplies
Sale,4/25/2017,THE HOME DEPOT #0947,-20.67,Supplies
Return,4/25/2017,THE HOME DEPOT #0947,6.22,Supplies
Sale,4/27/2017,WAL-MART #2582,-40.62,Supplies
Sale,4/27/2017,WAL-MART #2582,-62.59,Supplies
Sale,4/27/2017,WAL-MART #2582,-4.57,Supplies
Sale,4/29/2017,UNIQLO BRIDGEWATER #39 BRIDGEWATER   NJ,-25.8,Supplies
Sale,4/29/2017,TJ MAXX #405           CLINTON       NJ,-93.33,Supplies
Sale,4/29/2017,SHOPRITE CLINTON S1    CLINTON       NJ,-103.78,Supplies
Sale,4/3/2017,AFM OF PISCATAWAY,-145.75,Supplies
Sale,4/3/2017,WAL-MART #2582,-1.6,Supplies
Sale,4/3/2017,WAL-MART #2582,-8.95,Supplies
Sale,4/30/2017,Audible US,-5.33,Supplies
Sale,4/30/2017,Amazon Services-Kindle,-18.16,Supplies
Sale,4/6/2017,LOWES #02552*,-108.64,Supplies
Sale,4/6/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,4/8/2017,WAL-MART SUPERCENTER 2 FLEMINGTON,-13.94,Supplies
Sale,4/9/2017,Amazon.com,-181.68,Supplies
Sale,5/1/2017,Amazon.com,-19.71,Supplies
Sale,5/1/2017,Amazon.com,-23.78,Supplies
Sale,5/1/2017,TARGET        00012245,-1.38,Supplies
Sale,5/1/2017,AFM OF PISCATAWAY,-71.44,Supplies
Sale,5/12/2017,WALMART.COM,-21.34,Supplies
Sale,5/14/2017,RAY CATENA OF BRIDGEWA,-43.54,Supplies
Sale,5/15/2017,TARGET        00012245,-55.41,Supplies
Sale,5/15/2017,AFM OF PISCATAWAY,-147.46,Supplies
Sale,5/15/2017,WAL-MART #2582,-1.22,Supplies
Sale,5/16/2017,WAL-MART #2582,-16.58,Supplies
Sale,5/17/2017,AMAZON MKTPLACE PMTS,-176.71,Supplies
Sale,5/19/2017,AMAZON MKTPLACE PMTS,-23.99,Supplies
Sale,5/20/2017,TJ MAXX #405           CLINTON       NJ,-10.98,Supplies
Sale,5/21/2017,H MART EDISON          EDISON        NJ,-21.25,Supplies
Sale,5/21/2017,AMAZON MKTPLACE PMTS,-7.15,Supplies
Sale,5/22/2017,AMAZON MKTPLACE PMTS,-13.74,Supplies
Sale,5/22/2017,TARGET        00012245,-73.98,Supplies
Sale,5/22/2017,H MART EDISON,-70.27,Supplies
Sale,5/22/2017,WAL-MART #2582,-28.97,Supplies
Return,5/22/2017,AMAZON MKTPLACE PMTS,39.99,Supplies
Sale,5/22/2017,STRIDERITE.COM,-40,Supplies
Sale,5/23/2017,AMAZON MKTPLACE PMTS,-25.99,Supplies
Sale,5/24/2017,Amazon.com,-58.18,Supplies
Sale,5/25/2017,BELKIN CORPORATION,-19.23,Supplies
Sale,5/28/2017,BestBuyCom801112004123,-258.64,Supplies
Sale,5/29/2017,TARGET        00012245,-31.03,Supplies
Sale,5/29/2017,AFM OF PISCATAWAY,-69.39,Supplies
Sale,5/3/2017,Amazon.com,-15.96,Supplies
Sale,5/30/2017,THE HOME DEPOT #0947,-43.84,Supplies
Sale,5/6/2017,ANN TAYLOR FACTORY #12 FLEMINGTON    NJ,-2.99,Supplies
Sale,5/6/2017,GYMBOREE 5077          FLEMINGTON    NJ,-51.84,Supplies
Sale,5/7/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,5/8/2017,AFM OF PISCATAWAY,-120.37,Supplies
Sale,5/8/2017,CARTER'S #622,-49.95,Supplies
Sale,5/9/2017,ANN TAYLOR LOFT #1809  LAWRENCEVILLE NJ,-19.87,Supplies
Sale,5/9/2017,PARTY CITY 579,-6.39,Supplies
Sale,6/10/2017,ANN TAYLOR FACTORY #12 FLEMINGTON    NJ,-11.89,Supplies
Sale,6/10/2017,COACH INC 5052         FLEMINGTON    NJ,-92.97,Supplies
Sale,6/11/2017,UNIQLO BRIDGEWATER #39 BRIDGEWATER   NJ,-32.6,Supplies
Sale,6/11/2017,SHOPRITE CLINTON S1    CLINTON       NJ,-64,Supplies
Sale,6/12/2017,AFM OF PISCATAWAY,-101.22,Supplies
Return,6/12/2017,THE HOME DEPOT #0947,27.16,Supplies
Sale,6/12/2017,TARGET        00012245,-75.06,Supplies
Sale,6/13/2017,UNIQLO ECOMMERCE,-77.3,Supplies
Sale,6/15/2017,AMAZON MKTPLACE PMTS,-28.31,Supplies
Sale,6/16/2017,WALMART.COM,-10.69,Supplies
Sale,6/17/2017,UNIQLO BRIDGEWATER #39 BRIDGEWATER   NJ,-5.9,Supplies
Sale,6/17/2017,LOFT  #1920            BRIDGEWATER   NJ,-20.99,Supplies
Sale,6/17/2017,AFM OF PISCATAWAY      PISCATAWAY    NJ,-117.81,Supplies
Sale,6/19/2017,WAL-MART #2582,-12.59,Supplies
Return,6/19/2017,UNIQLO BRIDGEWATER #39,29.7,Supplies
Sale,6/21/2017,Amazon.com,-21.34,Supplies
Sale,6/25/2017,TJ MAXX #405           CLINTON       NJ,-35.32,Supplies
Sale,6/25/2017,SHOPRITE CLINTON S1    CLINTON       NJ,-40.12,Supplies
Sale,6/26/2017,UNIQLO ECOMMERCE,-29.9,Supplies
Sale,6/26/2017,TOUS LES JOURS,-36.5,Supplies
Sale,6/26/2017,WWW.ALIBABA.COM,-108.97,Supplies
Sale,6/26/2017,UNIQLO ECOMMERCE,-78.3,Supplies
Sale,6/26/2017,H MART EDISON,-124.85,Supplies
Sale,6/26/2017,Amazon.com,-15.84,Supplies
Sale,6/27/2017,WAL-MART #2582         CLINTON       NJ,-14.91,Supplies
Sale,6/27/2017,WAL-MART 2582 2582     CLINTON,-1.86,Supplies
Sale,6/27/2017,AMAZON MKTPLACE PMTS,-17.85,Supplies
Sale,6/27/2017,WAL-MART #2582,-14.22,Supplies
Sale,6/28/2017,ALIEXPRESS,-3.64,Supplies
Sale,6/28/2017,ALIEXPRESS,-3.49,Supplies
Sale,6/29/2017,ALIEXPRESS,-23.52,Supplies
Sale,6/30/2017,ALI*aliexpress.com,-12.04,Supplies
Sale,6/5/2017,AFM OF PISCATAWAY,-67.09,Supplies
Return,6/6/2017,AMAZON MKTPLACE PMTS,24.95,Supplies
Sale,6/7/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,6/8/2017,UNIQLO BRIDGEWATER #39 BRIDGEWATER   NJ,-15.8,Supplies
Sale,6/8/2017,UNIQLO BRIDGEWATER #39 BRIDGEWATER   NJ,-24.7,Supplies
Sale,6/8/2017,SQ *PREMIUM TEMPERE    BRIDGEWATER   NJ,-128.16,Supplies
Sale,7/10/2017,99 RANCH #1601,-138,Supplies
Sale,7/10/2017,AFM OF PISCATAWAY,-11.46,Supplies
Sale,7/10/2017,TARGET        00012245,-28.42,Supplies
Sale,7/10/2017,THE HOME DEPOT #0947,-16.66,Supplies
Sale,7/14/2017,ALIEXPRESS,-38.08,Supplies
Sale,7/14/2017,Amazon.com,-128.22,Supplies
Sale,7/16/2017,WAL-MART #2582         CLINTON       NJ,-11.12,Supplies
Sale,7/17/2017,Amazon.com,-31.42,Supplies
Sale,7/17/2017,ALIEXPRESS,-18.02,Supplies
Sale,7/17/2017,TARGET        00012245,-37.24,Supplies
Sale,7/17/2017,AFM OF PISCATAWAY,-126.58,Supplies
Sale,7/18/2017,WAL-MART #2582,-0.68,Supplies
Sale,7/18/2017,AMAZON MKTPLACE PMTS,-12.24,Supplies
Sale,7/2/2017,GYMBOREE 17            BRIDGEWATER   NJ,-44.95,Supplies
Sale,7/20/2017,AMAZON MKTPLACE PMTS,-10.45,Supplies
Sale,7/21/2017,WALMART.COM,-13.8,Supplies
Sale,7/21/2017,WAL-MART #2582,-16.72,Supplies
Sale,7/24/2017,AFM OF PISCATAWAY,-153.18,Supplies
Sale,7/24/2017,TARGET        00012245,-42.98,Supplies
Sale,7/24/2017,THE HOME DEPOT #0947,-31.8,Supplies
Sale,7/27/2017,ALIEXPRESS,-13.86,Supplies
Sale,7/28/2017,ALI*aliexpress.com,-21.99,Supplies
Return,7/3/2017,UNIQLO BRIDGEWATER #39,72.4,Supplies
Sale,7/3/2017,AFM OF PISCATAWAY,-121.94,Supplies
Sale,7/31/2017,WALMART.COM,-62.47,Supplies
Sale,7/31/2017,WAL-MART #2582,-66.18,Supplies
Sale,7/31/2017,AFM OF PISCATAWAY,-112.56,Supplies
Sale,7/31/2017,TARGET        00012245,-36.25,Supplies
Sale,7/4/2017,EXXONMOBIL    47983937,-30.76,Supplies
Sale,7/5/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,7/6/2017,WALMART.COM,-43.41,Supplies
Sale,7/8/2017,THE HOME DEPOT #0947   BRIDGEWATER   NJ,-19.15,Supplies
Sale,8/10/2017,COH*COACHOUTLET.COM,-244.74,Supplies
Sale,8/11/2017,Amazon.com,-52.12,Supplies
Sale,8/13/2017,AMAZON MKTPLACE PMTS,-39.98,Supplies
Sale,8/13/2017,WAL-MART #2582,-5.51,Supplies
Sale,8/13/2017,WAL-MART #2582,-13.89,Supplies
Sale,8/14/2017,AMAZON MKTPLACE PMTS,-10.99,Supplies
Sale,8/14/2017,SHOPRITE HUNTERDON S1,-79.16,Supplies
Sale,8/16/2017,AMAZON MKTPLACE PMTS,-50,Supplies
Sale,8/16/2017,AMAZON MKTPLACE PMTS,-43.85,Supplies
Sale,8/16/2017,Amazon.com,-34.8,Supplies
Sale,8/18/2017,AMAZON MKTPLACE PMTS,-9.72,Supplies
Sale,8/18/2017,GAP ONLINE,-5.99,Supplies
Sale,8/20/2017,LOFT #1920             BRIDGEWATER   NJ,-12,Supplies
Sale,8/20/2017,AMAZON MKTPLACE PMTS,-34.68,Supplies
Sale,8/21/2017,TARGET        00012245,-29.5,Supplies
Sale,8/21/2017,TARGET        00012245,-8.5,Supplies
Sale,8/21/2017,MACYS   .COM,-160.31,Supplies
Sale,8/21/2017,GAP ONLINE,-53.36,Supplies
Sale,8/23/2017,WAL-MART #2582,-7.4,Supplies
Sale,8/24/2017,AMAZON MKTPLACE PMTS,-13.89,Supplies
Return,8/25/2017,WAL-MART #2582,8.98,Supplies
Sale,8/27/2017,GYMBOREE 5077          FLEMINGTON    NJ,-19.98,Supplies
Sale,8/27/2017,ANN TAYLOR FACTORY #12 FLEMINGTON    NJ,-19.99,Supplies
Sale,8/27/2017,BROOKS BROTHERS 06630  FLEMINGTON    NJ,-29.9,Supplies
Return,8/28/2017,COACH INC 5052,122.37,Supplies
Sale,8/28/2017,TARGET        00012245,-39.66,Supplies
Sale,8/28/2017,AFM OF PISCATAWAY,-125.55,Supplies
Sale,8/30/2017,Amazon.com,-53.67,Supplies
Sale,8/31/2017,AliExpress,-1.83,Supplies
Sale,8/6/2017,GYMBOREE 17            BRIDGEWATER   NJ,-33.45,Supplies
Sale,8/6/2017,AMAZON MKTPLACE PMTS,-9.98,Supplies
Sale,8/6/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,8/7/2017,AFM OF PISCATAWAY,-97.98,Supplies
Sale,8/7/2017,AMAZON MKTPLACE PMTS,-9.97,Supplies
Sale,8/9/2017,AMAZON MKTPLACE PMTS,-9.99,Supplies
Sale,8/9/2017,AMAZON MKTPLACE PMTS,-39.53,Supplies
Sale,9/1/2017,H&M0049                PHILADELPHIA  PA,-44.98,Supplies
Sale,9/10/2017,TJ MAXX #870           BRIDGEWATER   NJ,-94.84,Supplies
Sale,9/11/2017,AMAZON MKTPLACE PMTS,-9.99,Supplies
Sale,9/11/2017,TARGET        00012245,-57.32,Supplies
Return,9/11/2017,DSW BEST BUY SHOPPING,54.99,Supplies
Sale,9/11/2017,99 RANCH #1601,-111.4,Supplies
Return,9/11/2017,MACYS  BRIDGEWATER,160.31,Supplies
Sale,9/12/2017,TJ MAXX #405           CLINTON       NJ,-64.1,Supplies
Sale,9/18/2017,99 RANCH #1601,-95.59,Supplies
Sale,9/18/2017,TARGET        00012245,-29.44,Supplies
Return,9/20/2017,WALMART.COM,47.97,Supplies
Return,9/20/2017,WALMART.COM,14.5,Supplies
Sale,9/22/2017,WALMART.COM,-42.74,Supplies
Sale,9/24/2017,WAL-MART #2582,-5.3,Supplies
Return,9/24/2017,WALMART.COM,1.02,Supplies
Sale,9/25/2017,TARGET        00012245,-8.34,Supplies
Sale,9/25/2017,99 RANCH #1601,-52.97,Supplies
Sale,9/26/2017,WAL-MART #2582,-6.98,Supplies
Sale,9/27/2017,WAL-MART #2582,-12.12,Supplies
Sale,9/28/2017,COMCAST,-90.65,Supplies
Sale,9/28/2017,RCN*CABLE PHONE INTERN,-47.98,Supplies
Sale,9/29/2017,TJ MAXX #405           CLINTON       NJ,-42.74,Supplies
Sale,9/29/2017,TJ MAXX #405           CLINTON       NJ,-42.97,Supplies
Sale,9/3/2017,MICHAEL KORS-909,-137.07,Supplies
Sale,9/3/2017,AMAZON MKTPLACE PMTS,-144.99,Supplies
Sale,9/4/2017,SHOPRITE CLINTON S1    CLINTON       NJ,-42.26,Supplies
Sale,9/4/2017,TJ MAXX #405           CLINTON       NJ,-48.49,Supplies
Sale,9/4/2017,AMAZON MKTPLACE PMTS,-14.58,Supplies
Sale,9/4/2017,Amazon.com,-17.39,Supplies
Sale,9/4/2017,DSW BEST BUY SHOPPING,-54.99,Supplies
Sale,9/4/2017,BEST BUY MHT  00005447,-320.61,Supplies
Sale,9/4/2017,99 RANCH #1601,-164.96,Supplies
Sale,9/4/2017,TARGET        00012245,-38.23,Supplies
Sale,9/4/2017,ALI*aliexpress.com,-18.08,Supplies
Sale,9/5/2017,AMAZON MKTPLACE PMTS,-12.99,Supplies
Sale,9/7/2017,THE PORTASOFT CO INC,-28.86,Supplies
Sale,9/8/2017,ALIEXPRESS,-20.98,Supplies
Sale,9/8/2017,ALIEXPRESS,-17.79,Supplies
Sale,9/9/2017,MACYS  BRIDGEWATER     BRIDGEWATER   NJ,-52.48,Supplies
Return,9/9/2017,BROOKS BROTHERS 06630  FLEMINGTON    NJ,29.9,Supplies
Sale,1/1/2017,TRANS BRIDGE TOURS C,-457.5,Travel
Sale,1/19/2017,MTA MVM*N063-42 ST-QPS,-40,Travel
Sale,1/20/2017,NYCDOT PARKING METERS  LONG IS CITY,-2,Travel
Sale,1/20/2017,NYCDOT PARKING METERS  LONG IS CITY,-0.75,Travel
Sale,1/23/2017,NEW JERSEY E-ZPASS,-25,Travel
Sale,1/31/2017,CITY OF EASTON PARKING,-1,Travel
Sale,1/31/2017,CITY OF EASTON PARKING,-1,Travel
Sale,10/13/2017,MTA MVM*N330-63 DR-QPS,-41.9,Travel
Sale,10/18/2017,TRANS BRIDGE TOURS C,-387.25,Travel
Sale,2/14/2017,ROYAL CARIBBEAN CRUISE,-400,Travel
Sale,2/2/2017,TRANS BRIDGE TOURS C,-461.75,Travel
Sale,2/21/2017,CITY OF EASTON PARKING,-2,Travel
Sale,2/22/2017,ROYAL CARIBBEAN CRUISE,-3049.36,Travel
Sale,3/17/2017,NYCDOT PARKING METERS  LONG IS CITY  NY,-2,Travel
Sale,3/17/2017,NYCDOT PARKING METERS  LONG IS CITY  NY,-2,Travel
Sale,3/19/2017,NYCDOT PARKING METERS,-0.5,Travel
Sale,3/20/2017,NEW JERSEY E-ZPASS,-25,Travel
Sale,3/9/2017,TRANS BRIDGE TOURS C,-461.75,Travel
Sale,3/9/2017,MTA MVM*N063A-42 STQPS,-40,Travel
Sale,4/10/2017,NEW JERSEY E-ZPASS,-25,Travel
Sale,4/13/2017,PARKWHIZ,-12,Travel
Sale,4/17/2017,61707 - NORTH GARAGE,-10,Travel
Sale,4/19/2017,NEW JERSEY E-ZPASS,-25,Travel
Sale,4/26/2017,MTA MVM*N330-63 DR-QPS,-40,Travel
Sale,4/30/2017,TRANS BRIDGE TOURS C,-461.75,Travel
Sale,4/5/2017,TRANS BRIDGE TOURS C,-461.75,Travel
Sale,4/6/2017,MTA MVM*N063-42 ST-QPS,-40,Travel
Sale,4/9/2017,NYCDOT PARKING METERS,-2,Travel
Sale,4/9/2017,NYCDOT PARKING METERS,-2,Travel
Sale,4/9/2017,NYCDOT PARKING METERS,-2,Travel
Sale,5/3/2017,NEW BRUNSWICK PARKING-,-6,Travel
Sale,6/11/2017,NEW JERSEY E-ZPASS,-25,Travel
Sale,6/14/2017,61707 - NORTH GARAGE,-24,Travel
Sale,6/15/2017,TRANS BRIDGE TOURS C,-461.75,Travel
Sale,6/21/2017,NEW BRUNSWICK PARKING-,-3,Travel
Sale,6/5/2017,FLYING COLOURS (BDA)   HAMILTON      BMU,-32.85,Travel
Sale,6/5/2017,RUM BUM GIFT STORE     SOUTHAMPTON   BMU,-12,Travel
Sale,6/5/2017,RUM BUM GIFT STORE     SOUTHAMPTON   BMU,-21.95,Travel
Sale,6/5/2017,RUM BUM GIFT STORE     SOUTHAMPTON   BMU,-27.95,Travel
Sale,6/5/2017,RUM BUM                SOUTHAMPTON   BMU,-45,Travel
Sale,6/5/2017,FAIRMONT SOUTHAMPTONT  SOUTHAMPTON   BMU,-69.03,Travel
Sale,6/6/2017,PARADISE GIFT SHOP     ST GEORGES    BMU,-5.95,Travel
Sale,6/6/2017,ROBERTSON'S DRUG STORE ST GEORGES    BMU,-15.1,Travel
Sale,8/2/2017,MTA MVM*N063-42 ST-QPS,-41.9,Travel
Sale,8/22/2017,PRICELINE*HOTEL ROOMS,-198.37,Travel
Sale,9/4/2017,91226 - THREE LOGAN SQ,-33,Travel
Return,4/7/2017,MEMBERSHIP FEE APR 17-MAR 18,20,Recreation
Sale,4/8/2017,INTUIT *TURBOTAX       800-446-8848,-48.08,Work Related
Sale,1/31/2017,PAYNOW*FIRST ENERGY CO,-189.18,Utilities
Sale,1/5/2017,THE PORTASOFT CO INC,-28.89,Utilities
Sale,10/4/2017,PAYNOW*FIRST ENERGY CO,-81.63,Utilities
Sale,11/19/2017,LMR CLEANOUT &amp; DISPOSA,-81,Utilities
Sale,11/6/2017,THE PORTASOFT CO INC,-28.86,Utilities
Sale,11/7/2017,PAYNOW*FIRST ENERGY CO,-106.39,Utilities
Sale,3/2/2017,PAYNOW*FIRST ENERGY CO,-162.1,Utilities
Sale,4/2/2017,LMR CLEANOUT &amp; DISPOSA,-81,Utilities
Sale,4/5/2017,PAYNOW*FIRST ENERGY CO,-117.12,Utilities
Sale,5/2/2017,PAYNOW*FIRST ENERGY CO,-87.94,Utilities
Sale,6/1/2017,PAYNOW*FIRST ENERGY CO,-98.94,Utilities
Sale,6/20/2017,LMR CLEANOUT &amp; DISPOSA,-81,Utilities
Sale,7/4/2017,PAYNOW*FIRST ENERGY CO,-108.15,Utilities
Sale,8/3/2017,PAYNOW*FIRST ENERGY CO,-209.04,Utilities
Sale,9/6/2017,PAYNOW*FIRST ENERGY CO,-138.43,Utilities
Sale,10/2/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,10/22/2017,NJMVC FLEMINGTON,-9,Work Related
Sale,10/30/2017,GOOGLE *Google Play,-5.99,Work Related
Sale,11/12/2017,BESTBUYCOM805505436047,-427.49,Work Related
Sale,11/15/2017,NJ BUSINESS SERVICES,-20,Work Related
Sale,11/17/2017,BESTBUYCOM805506343296,-53.43,Work Related
Sale,11/2/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,11/2/2017,DIGITALOCEAN.COM,-5,Work Related
Sale,11/20/2017,BESTBUYCOM805506917150,-74.8,Work Related
Sale,11/27/2017,APL*APPLE ONLINE STORE,-105.81,Work Related
Sale,11/28/2017,BESTBUYCOM805512764886,-53.43,Work Related
Sale,11/30/2017,GOOGLE *VOICE,-10,Work Related
Sale,12/3/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,12/3/2017,DIGITALOCEAN.COM,-5,Work Related
Sale,2/14/2017,Audible US,-6.4,Work Related
Sale,2/9/2017,VCN*NEW BRUNSWICK VITA,-42,Work Related
Sale,3/20/2017,INTUIT *TURBOTAX,-26.71,Work Related
Sale,3/29/2017,QUILL CORPORATION,-54.43,Work Related
Sale,4/3/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,5/2/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,5/7/2017,STAPLS6921829438000,-58.77,Work Related
Sale,6/2/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,7/3/2017,GOOGLE *Google Play,-0.99,Work Related
Sale,7/3/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,8/2/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,8/20/2017,GOOGLE *Google Play,-5.99,Work Related
Sale,8/7/2017,GOOGLE *Google Play,-5.99,Work Related
